lat,lon,temp_c,humidity,pressure_mb,windspeed_kph,aqi_index,pm2_5,pm10,co,no2
28.5562,77.1,19.7,63,988.9,3.5,205,81.0,91.0,1723,35.1
28.6469,77.316,8.0,100,990.1,4.4,210,174.6,188.1,1984,59.5
28.6469,77.316,7.8,100,989.8,3.3,210,169.5,183.5,1879,53.5
28.6469,77.316,7.6,100,990.0,4.2,210,172.3,187.2,1955,53.3
28.5882,77.0494,22.0,64,989.4,2.3,214,52.2,53.8,1750,17.4
28.5882,77.0494,22.0,65,988.9,3.1,213,49.0,50.2,1829,34.4
28.5882,77.0494,12.2,95,990.9,7.3,204,170.9,176.5,1816,79.7
28.5882,77.0494,11.7,96,990.3,7.7,201,166.7,172.3,1654,62.7
28.5273,77.2618,10.4,92,988.6,4.9,213,196.5,207.7,1998,96.3
28.5273,77.2618,10.1,91,988.2,5.1,213,173.2,183.0,1927,71.8
28.5273,77.2618,9.9,90,987.8,5.6,213,156.5,164.4,1880,54.1
28.5273,77.2618,8.9,92,987.2,5.5,212,145.3,151.8,1827,47.9
28.5273,77.2618,8.7,94,986.9,5.0,211,140.6,146.7,1799,48.4
28.5273,77.2618,8.4,97,987.0,4.3,210,164.8,173.2,1873,72.7
28.5273,77.2618,19.5,71,988.4,4.0,215,61.5,63.8,1980,17.5
28.5273,77.2618,20.2,68,987.6,3.7,214,52.2,53.8,1871,17.4
28.7041,77.1025,7.3,100,987.8,2.9,210,169.5,183.5,1981,53.5
28.7041,77.1025,7.3,99,988.0,3.3,210,172.3,187.2,1851,53.3
28.5562,77.1,22.0,64,986.7,2.3,214,52.2,53.8,1923,17.4
28.5562,77.1,11.7,96,987.6,7.7,201,166.7,172.3,1866,62.7
28.6469,77.316,8.8,97,990.5,4.9,215,176.5,182.5,1877,64.3
28.6469,77.316,8.3,98,990.3,4.1,214,178.3,184.9,1775,53.5
28.6469,77.316,8.2,98,990.4,2.2,213,181.1,188.1,1736,45.4
28.6469,77.316,7.9,100,990.4,2.2,214,182.5,189.5,1742,39.8
28.6469,77.316,7.8,100,990.6,3.4,214,221.2,229.1,1750,60.1
28.6469,77.316,8.4,99,991.6,4.8,216,204.4,211.9,1760,58.2
28.6469,77.316,8.4,99,992.2,6.7,217,204.4,210.0,1772,55.2
28.6469,77.316,9.0,99,993.0,8.9,218,200.7,205.4,1749,50.9
28.6469,77.316,10.0,98,993.8,9.3,217,187.7,193.2,1657,44.4
28.6469,77.316,11.6,90,994.1,9.1,217,178.8,184.9,1528,36.5
28.6469,77.316,13.7,85,993.5,5.9,217,160.7,168.1,1424,29.7
28.6469,77.316,15.6,80,992.4,4.6,218,136.9,144.8,1347,23.4
28.6469,77.316,17.0,76,991.3,4.6,220,120.6,128.5,1294,18.2
28.6469,77.316,18.0,72,990.7,4.6,221,114.6,122.0,1315,17.8
28.6469,77.316,18.3,71,990.3,5.0,223,112.2,119.0,1474,26.4
28.6469,77.316,17.9,74,989.9,5.7,225,115.3,120.6,1707,39.8
28.6469,77.316,16.2,80,989.7,6.5,227,116.2,120.1,1877,44.5
28.6469,77.316,14.0,87,990.7,7.6,224,129.9,133.2,1927,46.9
28.6469,77.316,13.2,90,991.0,7.2,221,135.0,138.3,1915,50.0
28.6469,77.316,12.6,91,991.8,6.9,218,137.4,140.2,1870,51.1
28.6469,77.316,12.1,92,992.1,6.3,215,138.3,141.1,1776,48.6
28.6469,77.316,11.4,94,992.2,4.6,212,141.1,143.9,1651,44.1
28.6469,77.316,10.6,95,992.1,4.0,210,143.9,146.7,1578,39.5
28.6304,77.2177,9.9,96,989.3,5.7,216,179.7,185.3,1930,77.6
28.6304,77.2177,9.1,97,988.9,5.2,215,176.5,182.5,1797,64.3
28.6304,77.2177,8.9,97,988.8,4.0,214,178.3,184.9,1695,53.5
28.6304,77.2177,8.9,98,988.9,3.2,213,181.1,188.1,1622,45.4
28.6304,77.2177,9.1,99,988.8,3.6,214,182.5,189.5,1578,39.8
28.6304,77.2177,9.6,100,989.2,4.8,214,221.2,229.1,1572,60.1
28.6304,77.2177,9.9,98,990.1,5.9,216,204.4,211.9,1636,58.2
28.6304,77.2177,9.6,96,990.5,7.2,217,204.4,210.0,1737,55.2
28.6304,77.2177,9.8,95,991.4,8.6,218,200.7,205.4,1781,50.9
28.6304,77.2177,10.2,97,992.2,9.2,217,187.7,193.2,1710,44.4
28.6304,77.2177,11.8,91,992.5,9.0,217,178.8,184.9,1580,36.5
28.6304,77.2177,13.9,84,991.9,6.0,217,160.7,168.1,1471,29.7
28.6304,77.2177,15.6,79,990.9,4.9,218,136.9,144.8,1390,23.4
28.6304,77.2177,17.0,76,989.8,4.8,220,120.6,128.5,1328,18.2
28.6304,77.2177,17.9,72,989.2,4.8,221,114.6,122.0,1338,17.8
28.6304,77.2177,18.2,72,988.8,5.2,223,112.2,119.0,1481,26.4
28.6304,77.2177,17.8,74,988.3,6.1,225,115.3,120.6,1695,39.8
28.6304,77.2177,16.0,81,988.1,5.9,227,116.2,120.1,1852,44.5
28.6304,77.2177,14.1,85,989.1,6.9,224,129.9,133.2,1898,46.9
28.6304,77.2177,13.4,89,989.5,6.9,221,135.0,138.3,1887,50.0
28.6304,77.2177,12.8,90,990.2,6.1,218,137.4,140.2,1849,51.1
28.6304,77.2177,12.0,92,990.6,5.1,215,138.3,141.1,1771,48.6
28.6304,77.2177,11.4,93,990.7,4.6,212,141.1,143.9,1666,44.1
28.6304,77.2177,11.1,94,990.6,3.2,210,143.9,146.7,1599,39.5
28.5882,77.0494,11.1,97,990.0,6.5,199,161.6,167.6,1556,51.3
28.5882,77.0494,10.1,98,989.6,5.3,198,160.7,166.7,1488,42.3
28.5882,77.0494,9.9,98,989.5,4.4,198,162.1,169.0,1419,35.6
28.5882,77.0494,9.9,100,989.6,4.0,198,165.3,172.3,1321,31.3
28.5882,77.0494,10.4,100,989.6,4.2,199,168.1,175.6,1222,29.3
28.5882,77.0494,10.8,100,989.8,7.0,199,218.9,227.2,1172,45.8
28.5882,77.0494,10.6,99,990.6,7.7,201,197.9,205.8,1212,46.6
28.5882,77.0494,10.4,99,991.1,8.5,202,197.9,204.9,1301,47.3
28.5882,77.0494,10.4,98,992.0,8.8,202,197.0,201.6,1371,45.3
28.5882,77.0494,10.6,97,992.8,8.4,200,184.4,190.0,1399,38.4
28.5882,77.0494,12.3,89,993.0,8.7,200,174.6,181.6,1407,28.8
28.5882,77.0494,14.5,82,992.4,6.2,200,151.8,160.2,1398,20.8
28.5882,77.0494,16.1,77,991.4,5.4,200,125.7,134.6,1345,14.8
28.5882,77.0494,17.5,72,990.3,5.5,202,108.5,116.9,1273,10.5
28.5882,77.0494,18.2,70,989.7,5.5,204,102.0,109.7,1263,10.8
28.5882,77.0494,18.4,69,989.4,6.7,206,98.5,105.5,1370,19.5
28.5882,77.0494,17.7,73,988.9,7.5,208,101.7,107.3,1539,32.8
28.5882,77.0494,16.1,80,988.7,7.8,210,114.1,119.0,1679,37.5
28.5882,77.0494,13.9,86,989.7,8.5,209,129.0,133.2,1765,39.8
28.5882,77.0494,13.3,90,990.1,8.8,207,135.0,139.2,1823,42.8
28.5882,77.0494,12.8,91,990.8,7.9,206,138.3,142.0,1841,44.0
28.5882,77.0494,12.3,92,991.2,6.3,204,140.2,143.9,1797,41.8
28.5882,77.0494,11.6,94,991.3,5.1,202,143.4,147.1,1714,37.8
28.5882,77.0494,11.1,95,991.2,4.8,201,145.8,149.5,1646,33.7
28.5273,77.2618,9.4,97,987.9,5.1,199,161.6,167.6,1993,51.3
28.5273,77.2618,8.6,98,987.6,4.8,198,160.7,166.7,1850,42.3
28.5273,77.2618,8.4,99,987.3,3.8,198,162.1,169.0,1742,35.6
28.5273,77.2618,8.3,100,987.4,2.6,198,165.3,172.3,1688,31.3
28.5273,77.2618,8.1,100,987.4,1.9,199,168.1,175.6,1670,29.3
28.5273,77.2618,7.9,100,987.7,2.7,199,218.9,227.2,1659,45.8
28.5273,77.2618,8.4,100,988.7,4.9,201,197.9,205.8,1662,46.6
28.5273,77.2618,8.4,100,989.3,7.4,202,197.9,204.9,1674,47.3
28.5273,77.2618,8.7,100,990.1,8.5,202,197.0,201.6,1647,45.3
28.5273,77.2618,9.6,99,990.9,8.6,200,184.4,190.0,1546,38.4
28.5273,77.2618,11.5,88,991.2,8.6,200,174.6,181.6,1408,28.8
28.5273,77.2618,13.8,85,990.6,6.1,200,151.8,160.2,1295,20.8
28.5273,77.2618,15.6,78,989.6,5.2,200,125.7,134.6,1210,14.8
28.5273,77.2618,17.0,74,988.5,5.2,202,108.5,116.9,1151,10.5
28.5273,77.2618,17.9,72,987.9,5.6,204,102.0,109.7,1170,10.8
28.5273,77.2618,18.1,71,987.5,6.1,206,98.5,105.5,1335,19.5
28.5273,77.2618,17.6,74,987.1,6.6,208,101.7,107.3,1578,32.8
28.5273,77.2618,15.9,82,986.9,7.4,210,114.1,119.0,1750,37.5
28.5273,77.2618,13.6,90,987.7,8.6,209,129.0,133.2,1784,39.8
28.5273,77.2618,12.8,92,988.1,7.5,207,135.0,139.2,1747,42.8
28.5273,77.2618,12.2,93,988.9,7.3,206,138.3,142.0,1694,44.0
28.5273,77.2618,11.8,94,989.2,7.1,204,140.2,143.9,1628,41.8
28.5273,77.2618,11.3,95,989.3,5.8,202,143.4,147.1,1547,37.8
28.5273,77.2618,10.4,97,989.1,4.3,201,145.8,149.5,1497,33.7
28.7041,77.1025,9.4,96,988.5,4.6,215,176.5,182.5,1905,64.3
28.7041,77.1025,8.9,97,988.3,3.9,214,178.3,184.9,1802,53.5
28.7041,77.1025,8.5,99,988.3,4.1,213,181.1,188.1,1700,45.4
28.7041,77.1025,9.2,99,988.4,4.5,214,182.5,189.5,1617,39.8
28.7041,77.1025,9.8,100,988.6,5.9,214,221.2,229.1,1577,60.1
28.7041,77.1025,10.1,100,989.5,7.5,216,204.4,211.9,1617,58.2
28.7041,77.1025,10.1,100,989.9,8.5,217,204.4,210.0,1700,55.2
28.7041,77.1025,10.2,99,990.8,8.5,218,200.7,205.4,1743,50.9
28.7041,77.1025,10.5,97,991.7,8.8,217,187.7,193.2,1700,44.4
28.7041,77.1025,12.2,90,992.0,9.6,217,178.8,184.9,1617,36.5
28.7041,77.1025,14.4,82,991.4,6.3,217,160.7,168.1,1549,29.7
28.7041,77.1025,16.0,77,990.3,5.9,218,136.9,144.8,1502,23.4
28.7041,77.1025,17.2,74,989.3,5.6,220,120.6,128.5,1470,18.2
28.7041,77.1025,18.0,72,988.8,5.2,221,114.6,122.0,1490,17.8
28.7041,77.1025,18.2,72,988.2,6.3,223,112.2,119.0,1609,26.4
28.7041,77.1025,17.8,75,987.8,6.7,225,115.3,120.6,1780,39.8
28.7041,77.1025,16.2,81,987.5,6.6,227,116.2,120.1,1902,44.5
28.7041,77.1025,14.2,85,988.5,8.4,224,129.9,133.2,1929,46.9
28.7041,77.1025,13.6,88,989.0,8.4,221,135.0,138.3,1907,50.0
28.7041,77.1025,13.1,90,989.8,7.1,218,137.4,140.2,1876,51.1
28.7041,77.1025,12.1,92,990.1,5.0,215,138.3,141.1,1846,48.6
28.7041,77.1025,11.8,93,990.3,5.2,212,141.1,143.9,1807,44.1
28.7041,77.1025,11.6,93,990.1,5.4,210,143.9,146.7,1762,39.5
28.5562,77.1,11.1,97,987.3,6.5,199,161.6,167.6,1735,51.3
28.5562,77.1,10.1,98,986.9,5.3,198,160.7,166.7,1633,42.3
28.5562,77.1,9.9,98,986.8,4.4,198,162.1,169.0,1543,35.6
28.5562,77.1,9.9,100,986.9,4.0,198,165.3,172.3,1438,31.3
28.5562,77.1,10.4,100,986.9,4.2,199,168.1,175.6,1345,29.3
28.5562,77.1,10.8,100,987.0,7.0,199,218.9,227.2,1319,45.8
28.5562,77.1,10.6,99,987.9,7.7,201,197.9,205.8,1425,46.6
28.5562,77.1,10.4,99,988.4,8.5,202,197.9,204.9,1600,47.3
28.5562,77.1,10.4,98,989.2,8.8,202,197.0,201.6,1706,45.3
28.5562,77.1,10.6,97,990.0,8.4,200,184.4,190.0,1674,38.4
28.5562,77.1,12.3,89,990.3,8.7,200,174.6,181.6,1574,28.8
28.5562,77.1,14.5,82,989.7,6.2,200,151.8,160.2,1482,20.8
28.5562,77.1,16.1,77,988.7,5.4,200,125.7,134.6,1402,14.8
28.5562,77.1,17.5,72,987.7,5.5,202,108.5,116.9,1329,10.5
28.5562,77.1,18.2,70,987.1,5.5,204,102.0,109.7,1326,10.8
28.5562,77.1,18.4,69,986.7,6.7,206,98.5,105.5,1454,19.5
28.5562,77.1,17.7,73,986.3,7.5,208,101.7,107.3,1653,32.8
28.5562,77.1,16.1,80,986.0,7.8,210,114.1,119.0,1801,37.5
28.5562,77.1,13.9,86,987.0,8.5,209,129.0,133.2,1851,39.8
28.5562,77.1,13.3,90,987.4,8.8,207,135.0,139.2,1852,42.8
28.5562,77.1,12.8,91,988.1,7.9,206,138.3,142.0,1825,44.0
28.5562,77.1,12.3,92,988.5,6.3,204,140.2,143.9,1764,41.8
28.5562,77.1,11.6,94,988.6,5.1,202,143.4,147.1,1675,37.8
28.5562,77.1,11.1,95,988.4,4.8,201,145.8,149.5,1606,33.7
28.6469,77.316,10.2,97,991.7,2.2,208,142.5,145.3,1624,34.9
28.6469,77.316,9.7,98,991.4,2.5,206,143.0,145.3,1724,30.2
28.6469,77.316,9.5,98,991.2,4.1,205,143.9,146.2,1762,27.3
28.6469,77.316,8.6,99,990.3,4.3,203,144.8,146.7,1648,26.8
28.6469,77.316,8.9,99,990.5,1.0,202,149.9,151.8,1474,28.0
28.6469,77.316,8.8,100,991.1,1.4,200,142.0,143.4,1396,22.3
28.6469,77.316,9.4,100,992.1,1.8,199,145.3,146.7,1538,28.3
28.6469,77.316,10.1,99,993.0,3.5,197,153.7,154.6,1777,36.4
28.6469,77.316,10.4,99,992.8,5.7,196,156.5,157.4,1904,41.3
28.6469,77.316,11.9,93,994.7,1.8,195,152.7,154.1,1810,40.1
28.6469,77.316,13.4,91,995.0,1.2,194,143.9,145.3,1603,35.7
28.6469,77.316,15.4,82,994.2,1.5,194,123.9,126.7,1401,31.7
28.6469,77.316,16.5,78,993.3,2.6,193,117.6,121.1,1212,27.9
28.6469,77.316,17.2,73,992.5,3.6,192,109.7,113.4,1029,24.5
28.6469,77.316,18.0,69,991.9,4.5,192,102.4,106.6,942,25.7
28.6469,77.316,18.1,71,991.7,7.0,192,99.2,103.1,1019,36.1
28.6469,77.316,17.5,75,991.5,8.2,192,101.3,104.8,1194,51.2
28.6469,77.316,16.2,80,991.5,8.0,191,152.7,157.4,1354,60.8
28.6469,77.316,14.3,85,992.5,6.8,192,163.9,167.6,1490,59.3
28.6469,77.316,13.6,87,992.6,6.1,193,164.8,168.1,1612,57.1
28.6469,77.316,13.5,87,993.1,7.1,193,163.4,166.7,1642,53.5
28.6469,77.316,13.1,88,993.5,8.0,194,160.7,163.4,1516,48.0
28.6469,77.316,12.5,91,993.6,8.9,195,158.8,161.1,1298,41.3
28.6469,77.316,11.9,94,993.4,9.0,195,152.3,154.6,1104,34.4
28.6304,77.2177,10.6,95,990.2,3.0,208,142.5,145.3,1615,34.9
28.6304,77.2177,10.1,97,989.9,3.0,206,143.0,145.3,1669,30.2
28.6304,77.2177,9.6,98,989.6,4.7,205,143.9,146.2,1690,27.3
28.6304,77.2177,9.4,99,988.9,4.5,203,144.8,146.7,1612,26.8
28.6304,77.2177,9.6,98,989.3,1.1,202,149.9,151.8,1500,28.0
28.6304,77.2177,9.3,99,989.4,0.9,200,142.0,143.4,1482,22.3
28.6304,77.2177,9.8,100,990.5,0.2,199,145.3,146.7,1680,28.3
28.6304,77.2177,10.6,98,991.2,3.2,197,153.7,154.6,1972,36.4
28.6304,77.2177,12.3,93,993.1,3.1,195,152.7,154.1,1979,40.1
28.6304,77.2177,13.9,89,993.4,3.3,194,143.9,145.3,1693,35.7
28.6304,77.2177,15.6,82,992.7,1.6,194,123.9,126.7,1438,31.7
28.6304,77.2177,16.8,77,991.9,2.6,193,117.6,121.1,1257,27.9
28.6304,77.2177,17.5,72,991.0,3.5,192,109.7,113.4,1106,24.5
28.6304,77.2177,18.1,71,990.5,4.9,192,102.4,106.6,1027,25.7
28.6304,77.2177,18.1,73,990.3,7.3,192,99.2,103.1,1061,36.1
28.6304,77.2177,17.5,74,990.1,8.2,192,101.3,104.8,1168,51.2
28.6304,77.2177,16.1,80,990.0,6.5,191,152.7,157.4,1267,60.8
28.6304,77.2177,13.9,87,991.0,4.7,192,163.9,167.6,1349,59.3
28.6304,77.2177,13.4,87,991.2,5.4,193,164.8,168.1,1423,57.1
28.6304,77.2177,13.4,87,991.7,6.3,193,163.4,166.7,1438,53.5
28.6304,77.2177,12.9,89,992.0,7.1,194,160.7,163.4,1354,48.0
28.6304,77.2177,12.3,91,992.1,7.7,195,158.8,161.1,1211,41.3
28.6304,77.2177,11.9,94,992.0,7.6,195,152.3,154.6,1073,34.4
28.5882,77.0494,10.5,96,990.8,4.5,200,143.9,147.1,1612,29.4
28.5882,77.0494,10.4,97,990.4,4.8,200,143.4,146.7,1592,25.0
28.5882,77.0494,9.9,97,990.1,5.5,199,144.4,147.1,1586,22.8
28.5882,77.0494,9.8,97,989.5,5.1,199,147.1,149.9,1592,24.1
28.5882,77.0494,9.3,98,989.9,0.8,199,153.7,156.5,1611,27.6
28.5882,77.0494,9.1,100,990.1,0.4,198,150.9,152.7,1642,19.9
28.5882,77.0494,10.0,99,991.4,2.3,197,155.5,157.4,1710,25.8
28.5882,77.0494,10.4,99,991.3,6.1,196,164.4,166.2,1791,33.9
28.5882,77.0494,10.9,98,992.4,6.0,195,160.7,162.1,1809,38.4
28.5882,77.0494,12.4,94,993.8,2.0,194,154.1,155.5,1715,36.0
28.5882,77.0494,14.2,88,994.0,2.2,194,146.7,149.0,1558,30.2
28.5882,77.0494,15.8,81,993.3,2.2,193,126.7,129.9,1410,25.8
28.5882,77.0494,17.0,75,992.5,3.1,193,118.0,121.5,1288,23.2
28.5882,77.0494,17.8,71,991.6,5.2,192,108.7,112.5,1175,22.0
28.5882,77.0494,18.0,72,991.2,6.8,192,103.4,106.9,1096,26.7
28.5882,77.0494,17.8,73,991.0,9.1,192,103.8,107.3,1066,42.6
28.5882,77.0494,17.1,74,990.7,9.4,193,108.3,111.5,1070,64.2
28.5882,77.0494,15.9,81,990.8,7.9,193,166.2,170.4,1080,73.9
28.5882,77.0494,13.8,87,991.7,4.9,194,186.7,190.5,1097,75.2
28.5882,77.0494,13.5,87,991.9,6.5,195,190.9,194.6,1120,76.5
28.5882,77.0494,13.1,89,992.4,7.7,196,190.0,193.7,1125,74.3
28.5882,77.0494,12.4,91,992.7,9.4,197,183.9,186.7,1101,66.2
28.5882,77.0494,11.9,94,992.9,9.6,198,177.0,179.7,1059,54.5
28.5882,77.0494,11.6,95,992.7,9.1,199,165.8,168.1,999,43.4
28.5273,77.2618,9.9,98,988.7,3.7,200,143.9,147.1,1519,29.4
28.5273,77.2618,9.1,100,988.4,2.8,200,143.4,146.7,1574,25.0
28.5273,77.2618,8.6,100,988.1,4.3,199,144.4,147.1,1588,22.8
28.5273,77.2618,8.9,100,987.4,5.2,199,147.1,149.9,1500,24.1
28.5273,77.2618,8.4,100,987.4,1.4,199,153.7,156.5,1372,27.6
28.5273,77.2618,8.6,100,988.1,3.1,198,150.9,152.7,1319,19.9
28.5273,77.2618,10.1,99,989.2,2.4,197,155.5,157.4,1434,25.8
28.5273,77.2618,10.4,100,989.7,3.8,196,164.4,166.2,1625,33.9
28.5273,77.2618,10.6,99,990.0,5.5,195,160.7,162.1,1729,38.4
28.5273,77.2618,11.8,95,991.8,2.5,194,154.1,155.5,1655,36.0
28.5273,77.2618,13.4,90,992.0,0.3,194,146.7,149.0,1493,30.2
28.5273,77.2618,15.2,79,991.3,0.6,193,126.7,129.9,1355,25.8
28.5273,77.2618,16.6,75,990.4,2.2,193,118.0,121.5,1268,23.2
28.5273,77.2618,17.5,73,989.6,5.1,192,108.7,112.5,1204,22.0
28.5273,77.2618,17.9,70,989.0,6.8,192,103.4,106.9,1191,26.7
28.5273,77.2618,18.0,68,988.8,8.2,192,103.8,107.3,1259,42.6
28.5273,77.2618,17.5,74,988.5,8.5,193,108.3,111.5,1377,64.2
28.5273,77.2618,16.2,81,988.6,8.0,193,166.2,170.4,1486,73.9
28.5273,77.2618,14.4,86,989.6,8.8,194,186.7,190.5,1590,75.2
28.5273,77.2618,13.6,89,989.7,7.8,195,190.9,194.6,1683,76.5
28.5273,77.2618,13.2,89,990.2,8.3,196,190.0,193.7,1689,74.3
28.5273,77.2618,13.1,89,990.4,9.8,197,183.9,186.7,1544,66.2
28.5273,77.2618,12.5,91,990.5,10.8,198,177.0,179.7,1312,54.5
28.5273,77.2618,12.1,94,990.4,11.2,199,165.8,168.1,1108,43.4
28.7041,77.1025,10.9,94,989.8,4.6,208,142.5,145.3,1709,34.9
28.7041,77.1025,9.9,96,989.3,5.2,206,143.0,145.3,1651,30.2
28.7041,77.1025,10.1,96,989.1,5.6,205,143.9,146.2,1596,27.3
28.7041,77.1025,9.9,97,988.4,5.0,203,144.8,146.7,1527,26.8
28.7041,77.1025,9.4,99,989.0,2.2,202,149.9,151.8,1461,28.0
28.7041,77.1025,9.0,100,988.9,3.2,200,142.0,143.4,1460,22.3
28.7041,77.1025,9.7,100,990.0,0.5,199,145.3,146.7,1606,28.3
28.7041,77.1025,10.2,100,990.8,1.2,197,153.7,154.6,1816,36.4
28.7041,77.1025,10.6,99,991.1,7.3,196,156.5,157.4,1903,41.3
28.7041,77.1025,11.9,96,992.6,4.6,195,152.7,154.1,1749,40.1
28.7041,77.1025,13.9,91,993.0,4.9,194,143.9,145.3,1472,35.7
28.7041,77.1025,15.8,82,992.4,1.9,194,123.9,126.7,1243,31.7
28.7041,77.1025,17.0,76,991.4,4.3,193,117.6,121.1,1121,27.9
28.7041,77.1025,17.8,74,990.7,5.5,192,109.7,113.4,1047,24.5
28.7041,77.1025,18.0,72,990.1,7.5,192,102.4,106.6,1008,25.7
28.7041,77.1025,17.9,71,990.0,8.6,192,99.2,103.1,1015,36.1
28.7041,77.1025,17.2,74,989.8,8.5,192,101.3,104.8,1057,51.2
28.7041,77.1025,15.8,80,989.7,7.1,191,152.7,157.4,1096,60.8
28.7041,77.1025,14.0,86,990.6,5.6,192,163.9,167.6,1126,59.3
28.7041,77.1025,13.6,87,990.7,7.7,193,164.8,168.1,1152,57.1
28.7041,77.1025,13.1,88,991.2,8.4,193,163.4,166.7,1152,53.5
28.7041,77.1025,12.4,91,991.6,9.4,194,160.7,163.4,1112,48.0
28.7041,77.1025,11.9,94,991.7,9.6,195,158.8,161.1,1046,41.3
28.7041,77.1025,11.6,95,991.5,9.5,195,152.3,154.6,971,34.4
28.5562,77.1,10.5,96,988.1,4.5,200,143.9,147.1,1576,29.4
28.5562,77.1,10.4,97,987.7,4.8,200,143.4,146.7,1566,25.0
28.5562,77.1,9.9,97,987.4,5.5,199,144.4,147.1,1559,22.8
28.5562,77.1,9.8,97,986.8,5.1,199,147.1,149.9,1537,24.1
28.5562,77.1,9.3,98,987.2,0.8,199,153.7,156.5,1518,27.6
28.5562,77.1,9.1,100,987.4,0.4,198,150.9,152.7,1545,19.9
28.5562,77.1,10.0,99,988.6,2.3,197,155.5,157.4,1678,25.8
28.5562,77.1,10.4,99,988.6,6.1,196,164.4,166.2,1856,33.9
28.5562,77.1,10.9,98,989.7,6.0,195,160.7,162.1,1938,38.4
28.5562,77.1,12.4,94,991.1,2.0,194,154.1,155.5,1839,36.0
28.5562,77.1,14.2,88,991.3,2.2,194,146.7,149.0,1645,30.2
28.5562,77.1,15.8,81,990.6,2.2,193,126.7,129.9,1465,25.8
28.5562,77.1,17.0,75,989.8,3.1,193,118.0,121.5,1327,23.2
28.5562,77.1,17.8,71,989.0,5.2,192,108.7,112.5,1205,22.0
28.5562,77.1,18.0,72,988.5,6.8,192,103.4,106.9,1127,26.7
28.5562,77.1,17.8,73,988.3,9.1,192,103.8,107.3,1121,42.6
28.5562,77.1,17.1,74,988.0,9.4,193,108.3,111.5,1159,64.2
28.5562,77.1,15.9,81,988.1,7.9,193,166.2,170.4,1190,73.9
28.5562,77.1,13.8,87,989.0,4.9,194,186.7,190.5,1199,75.2
28.5562,77.1,13.5,87,989.2,6.5,195,190.9,194.6,1200,76.5
28.5562,77.1,13.1,89,989.7,7.7,196,190.0,193.7,1186,74.3
28.5562,77.1,12.4,91,990.0,9.4,197,183.9,186.7,1154,66.2
28.5562,77.1,11.9,94,990.2,9.6,198,177.0,179.7,1105,54.5
28.5562,77.1,11.6,95,989.9,9.1,199,165.8,168.1,1040,43.4
28.6469,77.316,11.6,95,993.1,9.5,195,141.6,143.4,968,27.3
28.6469,77.316,11.3,96,992.8,10.0,195,132.2,133.6,856,20.1
28.6469,77.316,11.0,96,992.6,9.9,195,125.7,127.1,776,14.6
28.6469,77.316,10.7,97,992.5,9.7,194,122.5,123.9,732,11.3
28.6469,77.316,10.4,97,992.3,9.9,194,121.1,122.5,719,9.6
28.6469,77.316,10.2,97,992.3,10.4,193,126.2,127.6,740,11.1
28.6469,77.316,11.2,99,993.7,11.9,193,124.8,126.2,819,15.5
28.6469,77.316,11.0,100,994.4,11.4,193,128.1,129.0,931,21.3
28.6469,77.316,11.2,98,995.3,9.1,192,129.9,130.9,997,24.4
28.6469,77.316,11.6,97,995.9,9.1,191,123.4,124.8,979,22.1
28.6469,77.316,13.1,91,995.7,9.6,191,111.3,112.5,916,17.0
28.6469,77.316,14.2,87,995.2,10.9,190,102.4,103.6,845,12.9
28.6469,77.316,15.6,79,994.2,12.9,190,95.2,96.4,754,10.5
28.6469,77.316,17.0,71,993.0,13.1,189,89.4,90.6,655,9.0
28.6469,77.316,17.8,68,991.8,10.2,189,83.8,84.8,624,9.8
28.6469,77.316,17.8,69,991.2,9.4,188,80.8,81.7,719,14.7
28.6469,77.316,17.1,72,991.0,9.3,188,80.3,81.0,881,22.0
28.6469,77.316,15.9,78,991.0,8.6,187,86.8,87.5,1010,36.7
28.6469,77.316,13.9,85,992.5,5.7,186,97.3,98.0,1071,38.5
28.6469,77.316,13.6,87,992.4,6.3,184,103.8,104.5,1098,40.8
28.6469,77.316,12.9,89,992.8,7.0,183,107.6,108.3,1093,40.8
28.6469,77.316,12.4,91,992.8,7.7,182,108.3,109.2,1047,36.9
28.6469,77.316,11.9,92,992.6,8.0,181,107.8,108.7,969,30.7
28.6469,77.316,11.4,91,991.8,8.7,180,104.1,105.2,891,25.0
28.6304,77.2177,11.5,95,991.7,8.1,195,141.6,143.4,954,27.3
28.6304,77.2177,11.1,95,991.4,8.2,195,132.2,133.6,840,20.1
28.6304,77.2177,10.9,95,991.2,8.5,195,125.7,127.1,758,14.6
28.6304,77.2177,10.6,96,991.0,8.4,194,122.5,123.9,715,11.3
28.6304,77.2177,10.4,97,991.0,8.8,194,121.1,122.5,702,9.6
28.6304,77.2177,10.1,97,990.9,9.3,193,126.2,127.6,724,11.1
28.6304,77.2177,11.2,99,992.3,11.7,193,124.8,126.2,809,15.5
28.6304,77.2177,11.0,99,993.1,10.5,193,128.1,129.0,927,21.3
28.6304,77.2177,11.2,98,994.0,8.5,192,129.9,130.9,993,24.4
28.6304,77.2177,11.6,98,994.4,8.3,191,123.4,124.8,962,22.1
28.6304,77.2177,12.9,92,994.3,8.9,191,111.3,112.5,878,17.0
28.6304,77.2177,14.2,87,993.8,10.8,190,102.4,103.6,794,12.9
28.6304,77.2177,15.7,79,992.7,13.0,190,95.2,96.4,706,10.5
28.6304,77.2177,17.0,71,991.6,12.8,189,89.4,90.6,616,9.0
28.6304,77.2177,17.6,69,990.4,9.8,189,83.8,84.8,585,9.8
